2021	309	20037	0
2021	314	26431	2604.720000
2021	336	51559	0
2021	351	68836	0
2021	389	717	0
2021	536	19030	0
2021	645	28455	0
2021	786	37827	2145.470000
2021	915	51462	0
2021	1055	65437	0
2021	1081	67852	0
2021	1113	72375	0
2021	1129	78020	0
2021	1310	973	0
2021	1331	1762	0
2021	1411	4706	0
2021	1450	5960	0
2021	1486	6856	0
2021	1592	9856	0
2021	1636	11242	0
2021	1637	11247	0
2021	1697	12837	0
2021	1712	13349	0
2021	1731	14581	0
2021	1742	14835	0
2021	1783	16210	0
2021	1790	16390	0
2021	1826	17401	0
2021	1834	17643	0
2021	1868	18804	0
2021	1907	20098	0
2021	1979	21916	0
2021	1981	22008	0
2021	2000	22544	0
2021	2021	22972	0
2021	2106	24847	0
2021	2119	25273	0
2021	2393	33269	0
2021	2397	33353	0
2021	2514	37431	0
2021	2523	37933	0
2021	2543	38986	0
2021	2572	40758	0
2021	2700	44824	0
2021	2701	44825	0
2021	2717	45204	0
2021	2834	47502	0
2021	2916	48448	0
2021	2936	48752	0
2021	2956	49102	0
2021	3099	50702	0
2021	3130	51583	0
2021	3220	55209	0
2021	3242	56130	0
2021	3352	61210	0
2021	3376	62065	0
2021	3426	63430	0
2021	3528	66536	0
2021	3544	66758	0
2021	3576	67865	0
2021	3611	69603	0
2021	3653	70630	0
2021	3666	71284	0
2021	3697	72051	0
2021	3790	74097	0
2021	3799	74219	0
2021	3802	74338	0
2021	3819	75072	0
2021	3868	75677	0
2021	3889	76221	0
2021	3983	78898	0
2021	4027	80188	0
2021	4041	80575	0
2021	4050	80708	0
2021	4084	80814	0
2021	4120	80923	0
2021	4148	81177	0
2021	4172	81541	0
2021	4177	81606	0
2021	4189	82160	0
2021	4193	82207	0
2021	4249	82540	0
2021	4258	82567	0
2021	4266	82603	0
2021	4344	82856	0
2021	4369	82940	0
2021	4405	83474	0
2021	4521	83963	0
2021	4548	84021	0
2021	4580	84085	0
2021	4590	84098	0
2021	4603	84140	0
2021	4618	84184	0
2021	4625	84198	0
2021	4649	84245	0
2021	4716	84685	0
2021	4728	84822	0
2021	4781	85508	0
2021	4843	86385	0
2021	4923	87926	0
2021	4931	87947	0
2021	4939	87972	0
2021	4950	88003	0
2021	4975	88144	0
2021	4983	88277	0
2021	5002	88660	0
2021	5016	89155	0
2021	5126	91524	0
2021	5263	92719	0
2021	5293	92783	0
2021	5297	92789	0
2021	5306	92808	0
2021	5312	92816	0
2021	5350	93421	0
2021	6101	93421	3645.660000
2021	6126	1450	3519.120000
2021	6127	5375	2782.670000
2021	6128	5616	3997.920000
2021	6129	7560	2828.670000
2021	6130	10037	4418.670000
2021	6131	10599	2001.220000
2021	6132	10675	2048.200000
2021	6133	16767	2637.920000
2021	6134	17999	2178.590000
2021	6135	19568	2627.350000
2021	6136	24474	2312.760000
2021	6137	24759	9148.220000
2021	6138	28397	3889.190000
2021	6139	30263	3313.810000
2021	6140	30848	2361
2021	6141	32219	2068.970000
2021	6142	33834	2856.490000
2021	6143	34167	3008.900000
2021	6145	36632	16842.020000
2021	6146	37410	1982.790000
2021	6147	38361	2274.280000
2021	6148	38561	0
2021	6149	40276	2956.760000
2021	6151	46105	2314.770000
2021	6152	46612	2289.120000
2021	6153	51184	2215.780000
2021	6154	51706	2006.400000
2021	6155	52569	2043.640000
2021	6156	62316	2846.670000
2021	6157	63665	2344.290000
2021	6159	68415	3983.280000
2021	6162	70033	49182.820000
2021	6163	70034	6994.280000
2021	6164	70035	11450.200000
2021	6165	70940	0
2021	6166	73223	2563.450000
2021	6167	74052	2417.740000
2021	6168	74353	3522.650000
2021	6170	78096	2730.400000
2021	6171	80359	5779.530000
2021	6172	87024	11821.770000
2021	6173	92904	2479.520000
2021	6174	93135	23439.230000
2021	6175	93254	4453.950000
2021	6176	93255	7533.630000
