29042021	2019	5918	2021	232	
29042021	2019	5926	2021	286	
29042021	2019	5931	2021	273	
29042021	2019	5986	2021	274	
29042021	2019	4483	2021	259	
29042021	2019	5957	2021	243	
29042021	2019	6560	2021	287	
29042021	2019	6563	2021	276	
29042021	2019	6568	2021	244	
29042021	2019	4211	2021	230	
29042021	2019	6137	2021	304	
29042021	2019	4627	2021	272	
25052021	2021	897	2021	535	
25052021	2021	898	2021	360	
29042021	2021	341	2021	316	
29042021	2021	342	2021	307	
29042021	2021	343	2021	238	
29042021	2021	344	2021	269	
29042021	2021	345	2021	270	
29042021	2021	346	2021	298	
29042021	2021	348	2021	258	
29042021	2019	5151	2021	296	
29042021	2019	5318	2021	252	
25052021	2021	899	2021	415	
25052021	2021	900	2021	536	
25052021	2021	901	2021	537	
25052021	2021	903	2021	736	
25052021	2021	905	2021	676	
25052021	2021	907	2021	790	
25052021	2021	910	2021	737	
25052021	2021	912	2021	610	
25052021	2021	913	2021	611	
25052021	2021	919	2021	361	
25052021	2021	920	2021	677	
25052021	2021	921	2021	362	
25052021	2021	922	2021	483	
25052021	2021	923	2021	363	
25052021	2021	924	2021	484	
25052021	2021	925	2021	485	
25052021	2021	926	2021	613	
29042021	2021	349	2021	303	
29042021	2021	350	2021	282	
29042021	2021	352	2021	301	
29042021	2021	353	2021	299	
29042021	2021	354	2021	239	
29042021	2021	355	2021	302	
29042021	2021	356	2021	250	
29042021	2021	357	2021	271	
29042021	2021	358	2021	240	
29042021	2021	359	2021	294	
29042021	2021	360	2021	317	
29042021	2021	361	2021	228	
29042021	2019	5599	2021	260	
25052021	2021	927	2021	614	
25052021	2021	1177	2021	442	
25052021	2021	1182	2021	631	
25052021	2021	1183	2021	443	
25052021	2021	1184	2021	632	
25052021	2021	1186	2021	497	
25052021	2021	1187	2021	809	
25052021	2021	1188	2021	382	
25052021	2021	1189	2021	560	
25052021	2021	1190	2021	692	
25052021	2021	1191	2021	561	
25052021	2021	1192	2021	562	
25052021	2021	1193	2021	810	
25052021	2021	1194	2021	693	
25052021	2021	1196	2021	383	
25052021	2021	1197	2021	498	
25052021	2021	1198	2021	633	
25052021	2021	1202	2021	563	
25052021	2021	1203	2021	634	
25052021	2021	1204	2021	564	
25052021	2021	1205	2021	811	
25052021	2021	1207	2021	635	
25052021	2021	1210	2021	695	
25052021	2021	1211	2021	636	
25052021	2021	1212	2021	637	
25052021	2021	1213	2021	444	
25052021	2021	1214	2021	499	
25052021	2021	1215	2021	696	
25052021	2021	1216	2021	500	
25052021	2021	1217	2021	384	
25052021	2021	1218	2021	385	
25052021	2021	1219	2021	812	
25052021	2021	1220	2021	445	
25052021	2021	1221	2021	638	
25052021	2021	1222	2021	501	
25052021	2021	1224	2021	565	
25052021	2021	1225	2021	639	
25052021	2021	1226	2021	697	
25052021	2021	1227	2021	753	
25052021	2021	1228	2021	446	
25052021	2021	1229	2021	502	
25052021	2021	1230	2021	447	
25052021	2021	1231	2021	754	
25052021	2021	1232	2021	448	
29042021	2019	6086	2021	262	
